Index,RestaurantID,RestaurantName,RestaurantCity,RestaurantAttributes
3161,1006N,Bimini Twist,New York,Creative Caribbean Good Decor Excellent Food $15-$30 Good Service 
3162,1007N,Cafe S.F.A.,New York,American (Contemporary) Coffee and Dessert Excellent Decor Excellent Food Fine for Dining Alone Good for Younger Kids $15-$30 Relaxed Senior Scene Excellent Service 
3163,1008N,Palm Too,New York,Good Decor Extraordinary Food $30-$50 Private Parties Private Rooms Available Excellent Service Steakhouses 
3164,1009N,CARNEGIE DELI,New York,Authentic After Hours Dining Fair Decor Deli Delivery Available Excellent Food Fine for Dining Alone For the Young and Young at Heart Good for Younger Kids Jewish Late Night Menu $15-$30 Good Service Takeout Available Weekend Dining 
3165,1010N,Le Bilboquet,New York,Excellent Decor Excellent Food French Bistro $30-$50 Good Service 
3166,1011N,LESPINASSE,New York,Classic Hotel Dining Near-perfect Decor Near-perfect Food French Good Out of Town Business over $50 Quiet for Conversation Near-perfect Service 
3167,1012N,Seattle Bean Co.,New York,Coffee and Dessert Excellent Decor Excellent Food below $15 Place for Singles Excellent Service Up and Coming 
3168,1013N,Bloom's Delicatessen,New York,Coffee Shops Good Decor Deli Delivery Available Good Food Fine for Dining Alone $15-$30 Good Service Takeout Available 
3169,1014N,Millenium Grill,New York,American (Contemporary) Classic Hotel Dining Excellent Decor Excellent Food Fine for Dining Alone $30-$50 Prix Fixe Menus Quiet for Conversation Extraordinary Service Up and Coming 
3170,1015N,Paolucci's,New York,Good Decor Excellent Food Italian $15-$30 Excellent Service Warm spots by the fire 
3171,1016N,Lello Ristorante,New York,Excellent Decor Excellent Food Italian $30-$50 Excellent Service 
3172,1017N,Ferdinando's Focacceria,New York,Authentic Good Decor Extraordinary Food Italian Little Known But Well Liked $15-$30 Excellent Service Up and Coming Warm spots by the fire 
3173,1018N,Tre Pomodori,New York,Good Decor Excellent Food Italian $15-$30 Excellent Service Up and Coming 
3174,1019N,Marti Kebab,New York,Poor Decor Excellent Food $15-$30 Excellent Service Turkish 
3175,1020N,Mocca Hungarian,New York,Fair Decor Excellent Food Hungarian $15-$30 Prix Fixe Menus Quirky Good Service Wheelchair Access 
3176,1021N,TERRACE,New York,Near-perfect Decor Dancing Dining Outdoors Entertainment Extraordinary Food French Game over $50 Prix Fixe Menus Quiet for Conversation Relaxed Senior Scene Romantic Extraordinary Service 
3177,1022N,Gramercy Watering Hole,New York,Good Decor Good Food $15-$30 Good Service 
3178,1023N,China Grill,New York,Californian Chinese Extraordinary Decor Extraordinary Food Old World Cafe Charm $30-$50 Place for Singles Excellent Service Weekend Dining Wheelchair Access 
3179,1024N,Afghan Kebab House,New York,Afghanistan Fair Decor Excellent Food Middle Eastern $15-$30 Quirky Good Service 
3180,1025N,Delmonico's,New York,An Historic Spot Continental Good Decor Good Food $15-$30 Good Service 
3181,1026N,Honeysuckle,New York,After Hours Dining Good Decor Dancing Entertainment Good Food Late Night Menu $15-$30 Private Parties Private Rooms Available Prix Fixe Menus Quirky Good Service Soulfood Southern 
3182,1027N,EJ's Luncheonette,New York,American (Traditional) Coffee Shops Coffee and Dessert Good Decor Delivery Available Diners Excellent Food Fine for Dining Alone For the Young and Young at Heart Good for Younger Kids Open for Breakfast $15-$30 Good Service Special Brunch Menu Takeout Available Weekend Dining Wheelchair Access 
3183,1028N,Life Cafe,New York,After Hours Dining Good Decor Good Food Late Night Menu Mexican $15-$30 Good Service Tex-Mex Up and Coming Vegetarian 
3184,1029N,Khyber Pass,New York,Afghanistan After Hours Dining Creative Excellent Decor Excellent Food Health Conscious Menus Late Night Menu Middle Eastern $15-$30 Good Service Weekend Dining 
3185,1030N,Aunt Sonia's,New York,American (Contemporary) Creative Good Decor Eclectic Excellent Food $15-$30 Excellent Service Traditional 
3186,1031N,Colors,New York,American (Contemporary) Excellent Decor Dancing Entertainment Excellent Food Good Out of Town Business Hip Place To Be $30-$50 Prix Fixe Menus Excellent Service Wheelchair Access 
3187,1032N,Two Boots,New York,Cajun Creole Good Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Italian $15-$30 Pizza Good Service 
3188,1033N,Vivolo,New York,Excellent Decor Excellent Food Italian $30-$50 Pre-theater Dining Prix Fixe Menus Romantic Excellent Service Warm spots by the fire 
3189,1034N,Cafe Lalo,New York,After Hours Dining Coffee and Dessert Excellent Decor Excellent Food For the Young and Young at Heart Late Night Menu below $15 Pastries Good Service 
3190,1035N,Patsy's,New York,Good Decor Delivery Available Good Food For the Young and Young at Heart Italian $15-$30 Pizza Prix Fixe Menus Good Service Takeout Available 
3191,1036N,World Yacht,New York,Continental Extraordinary Decor Dancing Entertainment Good Food Good Out of Town Business Good for Younger Kids over $50 People Keep Coming Back Private Parties Private Rooms Available Prix Fixe Menus Romantic Excellent Service Weekend Dining 
3192,1037N,MARCH,New York,American (Contemporary) Creative Extraordinary Decor Dining Outdoors Extraordinary Food Good Out of Town Business over $50 Private Parties Private Rooms Available Prix Fixe Menus Relaxed Senior Scene Romantic Extraordinary Service Warm spots by the fire 
3193,1038N,Cho-Sen Garden,New York,Chinese Good Decor Excellent Food Jewish $15-$30 Excellent Service 
3194,1039N,Piccolo Pomodoro,New York,Good Decor Excellent Food Italian $15-$30 Excellent Service 
3195,1040N,Lucky Cheng's,New York,After Hours Dining Chinese Good Decor Good Food Late Night Menu $15-$30 Good Service Up and Coming 
3196,1041N,Veniero's,New York,Coffee and Dessert Good Decor Good Food $15-$30 Pastries Good Service 
3197,1042N,Bali Burma,New York,Burmese Good Decor Good Food Indonesian $15-$30 Good Service 
3198,1043N,Borsalino,New York,Excellent Decor Excellent Food Italian $15-$30 Excellent Service 
3199,1044N,Sazerac House,New York,American (Regional) Cajun Creole Good Decor Dining Outdoors Excellent Food $15-$30 Excellent Service Warm spots by the fire 
3200,1045N,Fresco Tortilla Grill,New York,Poor Decor Extraordinary Food Little Known But Well Liked Mexican below $15 Good Service Tex-Mex Up and Coming 
3201,1046N,Rene Pujol,New York,Excellent Decor Extraordinary Food French Bistro $30-$50 Extraordinary Service Warm spots by the fire 
3202,1047N,U.S.A. Border Cafe,New York,Good Decor Excellent Food Mexican $15-$30 Place for Singles Pub Feel Excellent Service Southwestern Tex-Mex Up and Coming 
3203,1048N,Live Bait,New York,After Hours Dining American (Regional) Good Decor Good Food Great for People Watching Late Night Menu $15-$30 People Keep Coming Back Place for Singles Pub Feel Good Service Soulfood Southern 
3204,1049N,Sugar Reef,New York,Caribbean Excellent Decor Excellent Food For the Young and Young at Heart $15-$30 Place for Singles Good Service Weekend Dining 
3205,1050N,Lora,New York,American (Contemporary) Creative Californian Excellent Decor Eclectic Excellent Food Fabulous Wine Lists $30-$50 Excellent Service 
3206,1051N,Sabrina Monet,New York,American (Traditional) Fair Decor Delivery Available Good Food $15-$30 Private Parties Private Rooms Available Good Service Takeout Available 
3207,1052N,Original California Taqueria,New York,Fair Decor Excellent Food below $15 Good Service 
3208,1053N,Baci,New York,Good Decor Excellent Food Italian $15-$30 Good Service 
3209,1054N,Bice,New York,Cab Excellent Decor Dining Outdoors Extraordinary Food Great for People Watching Hip Place To Be Italian $30-$50 Excellent Service Weekend Dining 
3210,1055N,Scalinatella,New York,Excellent Decor Extraordinary Food Italian $30-$50 Quiet for Conversation Excellent Service 
3211,1056N,Rikyu,New York,Fair Decor Excellent Food Japanese $15-$30 Good Service 
3212,1057N,1st Wok,New York,Chinese Fair Decor Excellent Food For the Young and Young at Heart $15-$30 Good Service 
3213,1058N,Buona Sera,New York,After Hours Dining Good Decor Excellent Food Italian Late Night Menu $15-$30 Good Service 
3214,1059N,Cent' Anni,New York,Authentic Good Decor Extraordinary Food Italian $30-$50 Prix Fixe Menus Excellent Service 
3215,1060N,CAFE DES ARTISTES,New York,An Historic Spot Continental Near-perfect Decor Extraordinary Food French Good Out of Town Business Hip Place To Be $30-$50 Prix Fixe Menus Relaxed Senior Scene Romantic Extraordinary Service Special Brunch Menu Weekend Dining 
3216,1061N,Albuquerque Eats,New York,After Hours Dining American (Regional) Good Decor Dancing Entertainment Good Food Late Night Menu $15-$30 People Keep Coming Back Good Service Southwestern Wheelchair Access 
3217,1062N,Bistro du Nord,New York,Excellent Decor Excellent Food French Bistro $30-$50 Excellent Service Weekend Dining 
3218,1063N,Mayrose,New York,American (Traditional) Coffee Shops Good Decor Eclectic Good Food $15-$30 Place for Singles Good Service Up and Coming 
3219,1064N,Nha Trang,New York,Fair Decor Excellent Food Little Known But Well Liked below $15 Excellent Service Up and Coming Vietnamese 
3220,1065N,Mee Noodle Shop,New York,Chinese Fair Decor Excellent Food For the Young and Young at Heart Good for Younger Kids below $15 Good Service Up and Coming 
3221,1066N,Le Pescadou,New York,Excellent Decor Dining Outdoors Excellent Food French Bistro $30-$50 Prix Fixe Menus Excellent Service Seafood 
3222,1067N,Chao Chow*,New York,Fair Decor Excellent Food $15-$30 Good Service 
3223,1068N,Le Madri,New York,Creative Extraordinary Decor Dining Outdoors Extraordinary Food Game Good Out of Town Business Hip Place To Be Italian $30-$50 Power Brokers Private Parties Private Rooms Available Excellent Service Weekend Dining 
3224,1069N,Arriba Arriba,New York,After Hours Dining Fair Decor Good Food For the Young and Young at Heart Late Night Menu Margaritas Mexican $15-$30 People Keep Coming Back Good Service Tex-Mex 
3225,1070N,Villa Berulia,New York,Excellent Decor Extraordinary Food Italian $30-$50 Extraordinary Service 
3226,1071N,Trattoria Alba,New York,Excellent Decor Excellent Food Italian $15-$30 Excellent Service 
3227,1072N,Il Monello,New York,Excellent Decor Extraordinary Food Italian $30-$50 Quiet for Conversation Relaxed Senior Scene Excellent Service Traditional Weekend Dining Wheelchair Access 
3228,1073N,Sapporo East,New York,Good Decor Excellent Food Japanese $15-$30 Good Service 
3229,1074N,Sardi's,New York,After Hours Dining An Historic Spot Excellent Decor Good Food Italian Late Night Menu Menus in Braille $30-$50 People Keep Coming Back Private Parties Private Rooms Available Prix Fixe Menus Excellent Service 
3230,1075N,Tony's Di Napoli,New York,Good Decor Good Food Italian $15-$30 Good Service 
3231,1076N,Christ Cella,New York,American (Traditional) Good Decor Extraordinary Food over $50 Prix Fixe Menus Excellent Service Steakhouses 
3232,1077N,Bienvenue Restaurant,New York,Authentic Good Decor Excellent Food French Bistro $15-$30 Prix Fixe Menus Excellent Service 
3233,1078N,Sushi Zen,New York,Excellent Decor Extraordinary Food Japanese $30-$50 Excellent Service 
3234,1079N,Gandhi,New York,After Hours Dining Good Decor Excellent Food Indian Late Night Menu $15-$30 Quirky Excellent Service Up and Coming 
3235,1080N,Metropolitan Cafe,New York,Continental Excellent Decor Dining Outdoors Eclectic Excellent Food Old World Cafe Charm $15-$30 Private Parties Private Rooms Available Excellent Service Special Brunch Menu Traditional 
3236,1081N,Zoe,New York,American (Contemporary) Creative Excellent Decor Extraordinary Food Hip Place To Be $30-$50 Place for Singles Private Parties Private Rooms Available Excellent Service Special Brunch Menu Wheelchair Access 
3237,1082N,Ruby's River Road,New York,Good Decor Good Food $15-$30 Good Service 
3238,1083N,Barolo,New York,After Hours Dining Extraordinary Decor Dining Outdoors Excellent Food Italian Late Night Menu $30-$50 Private Parties Private Rooms Available Excellent Service Weekend Dining 
3239,1084N,Kiiroi Hana,New York,Good Decor Delivery Available Excellent Food Japanese $15-$30 Excellent Service Takeout Available 
3240,1085N,Pipeline,New York,American (Traditional) Good Decor Dancing Dining Outdoors Entertainment Good Food Hamburgers & Beer $15-$30 People Keep Coming Back Good Service 
3241,1086N,Pasta Presto,New York,After Hours Dining Fair Decor Delivery Available Good Food Good for Younger Kids Italian Late Night Menu $15-$30 People Keep Coming Back Good Service Takeout Available 
3242,1087N,Savoy,New York,American (Contemporary) Excellent Decor Eclectic Extraordinary Food Mediterranean $30-$50 Excellent Service Warm spots by the fire 
3243,1088N,Coffee Shop,New York,After Hours Dining American (Traditional) Brazilian Coffee Shops Good Decor Dancing Dining Outdoors Entertainment Good Food Late Night Menu $15-$30 People Keep Coming Back Place for Singles Private Parties Private Rooms Available Good Service South American Special Brunch Menu 
3244,1089N,Pier 25A,New York,Good Decor Excellent Food $15-$30 Excellent Service Seafood 
3245,1090N,T.G.I. Friday's,New York,American (Traditional) Good Decor Eclectic Fair Food Good for Younger Kids Hamburgers & Beer $15-$30 People Keep Coming Back Private Parties Private Rooms Available Good Service 
3246,1091N,Phoebe's,New York,American (Traditional) Excellent Decor Good Food $15-$30 Good Service Special Brunch Menu Traditional Warm spots by the fire 
3247,1092N,Spring Street Natural,New York,Good Decor Excellent Food $15-$30 Good Service 
3248,1093N,La Maison Japonaise,New York,Creative Excellent Decor Excellent Food French-Japanese $30-$50 Excellent Service 
3249,1094N,Eva's Cafe,New York,Authentic Good Decor Excellent Food Fine for Dining Alone Hungarian $15-$30 Prix Fixe Menus Good Service Traditional 
3250,1095N,Yellowfingers,New York,After Hours Dining American (Contemporary) Good Decor Dining Outdoors Good Food Late Night Menu $15-$30 Good Service 
3251,1096N,101,New York,Excellent Decor Excellent Food Italian $15-$30 Excellent Service 
